Freq (Hz)	Sonde/GEN_Mod	Sonde/GEN_Phase(rad)
464.000000000000060E+0	721.729774493182320E-3	20.467173214341916E+0
465.000000000000060E+0	695.788003280426110E-3	20.459163641481787E+0
466.000000000000060E+0	670.303640697165530E-3	20.433654325596670E+0
467.000000000000060E+0	674.793657817199240E-3	20.432970040651327E+0
468.000000000000060E+0	670.617916821723110E-3	20.437354576115904E+0
469.000000000000060E+0	650.563859651926650E-3	20.436423559714370E+0
470.000000000000060E+0	652.428061684815710E-3	20.415977154880089E+0
471.000000000000060E+0	647.482106238991270E-3	20.393347387738125E+0
472.000000000000060E+0	637.328525019429380E-3	20.375926326143880E+0
473.000000000000060E+0	647.447956522573030E-3	20.356232280584074E+0
474.000000000000060E+0	638.888457350434090E-3	20.352624317302148E+0
475.000000000000060E+0	627.066983590094610E-3	20.341539055771396E+0
476.000000000000060E+0	618.715988265967960E-3	20.310811306867642E+0
477.000000000000060E+0	615.982350815345140E-3	20.304831232804457E+0
478.000000000000060E+0	602.973017585781030E-3	20.296567558006735E+0
479.000000000000060E+0	603.077571014182020E-3	20.283257675437802E+0
480.000000000000060E+0	597.383765246011000E-3	20.296247460641002E+0
481.000000000000060E+0	588.022607158953600E-3	20.290768358879212E+0
482.000000000000060E+0	591.068486836471170E-3	20.267858155467778E+0
483.000000000000060E+0	606.902704469443050E-3	20.284208990951974E+0
484.000000000000060E+0	601.831305344092460E-3	20.280931968510050E+0
485.000000000000060E+0	598.048822326806780E-3	20.246213995419868E+0
486.000000000000060E+0	609.269070050038500E-3	20.240940732238549E+0
487.000000000000060E+0	608.991287283924040E-3	20.236042233707845E+0
488.000000000000060E+0	604.419933620962250E-3	20.205260059599169E+0
489.000000000000060E+0	614.130989857371910E-3	20.194943932420159E+0
490.000000000000060E+0	605.154934282485010E-3	20.187173224783397E+0
491.000000000000060E+0	588.098393306618510E-3	20.156080683645914E+0
492.000000000000060E+0	602.723494583471960E-3	20.150283171294738E+0
493.000000000000060E+0	599.536389507014930E-3	20.162096417767643E+0
494.000000000000060E+0	590.013646054659780E-3	20.138702030931846E+0
495.000000000000060E+0	593.989173350875750E-3	20.120858354411251E+0
496.000000000000060E+0	588.406716930397260E-3	20.121800141791134E+0
497.000000000000060E+0	577.398243244055090E-3	20.114069589907054E+0
498.000000000000060E+0	589.950916205142170E-3	20.107146062899368E+0
499.000000000000060E+0	595.173044201138480E-3	20.116414502730848E+0
500.000000000000060E+0	584.586216826961210E-3	20.106501555752370E+0
501.000000000000060E+0	593.046604337592490E-3	20.088314498818153E+0
502.000000000000060E+0	600.571548040003120E-3	20.093298020684159E+0
503.000000000000060E+0	595.764580913879070E-3	20.090278157063420E+0
504.000000000000060E+0	601.217042420613800E-3	20.064436442582767E+0
505.000000000000060E+0	612.039127060477360E-3	20.060294820143312E+0
506.000000000000060E+0	598.980551855897820E-3	20.049361643371387E+0
507.000000000000060E+0	600.992465065692370E-3	20.025641568331693E+0
508.000000000000060E+0	611.910902365711660E-3	20.028618308918436E+0
509.000000000000060E+0	606.215948296156210E-3	20.026754680841499E+0
510.000000000000060E+0	599.849576552517250E-3	20.002709775196131E+0
511.000000000000060E+0	607.869080103511370E-3	19.996100843243685E+0
512.000000000000110E+0	600.444860576279770E-3	20.004663098119607E+0
513.000000000000110E+0	597.072113329007110E-3	19.990103127226391E+0
514.000000000000110E+0	608.706793509539050E-3	19.986273882552094E+0
515.000000000000110E+0	602.674991506481070E-3	19.998941551689036E+0
516.000000000000110E+0	593.775251750742190E-3	19.982707584191836E+0
517.000000000000110E+0	608.349800557396620E-3	19.983097909412724E+0
518.000000000000110E+0	612.316800503553640E-3	19.998129189141970E+0
519.000000000000110E+0	614.162770341743490E-3	19.988917276360425E+0
520.000000000000110E+0	631.589558081640080E-3	19.982732599785390E+0
521.000000000000110E+0	633.382888886575680E-3	19.990723120887132E+0
522.000000000000110E+0	629.958257901035770E-3	19.982937219483819E+0
523.000000000000110E+0	647.606246121610110E-3	19.959499225159693E+0
524.000000000000110E+0	664.059033811965400E-3	19.968800519457456E+0
525.000000000000110E+0	661.356329286149740E-3	19.966711720210132E+0
526.000000000000110E+0	671.644036841929410E-3	19.944750629539797E+0
527.000000000000110E+0	683.576503860502170E-3	19.942773804060664E+0
528.000000000000110E+0	678.113771362603090E-3	19.923424320579542E+0
529.000000000000110E+0	694.217427376064510E-3	19.899820810442421E+0
530.000000000000110E+0	717.453730734369800E-3	19.909132835174709E+0
531.000000000000110E+0	706.307586101926120E-3	19.907228329512595E+0
532.000000000000110E+0	702.377736233276260E-3	19.872215992648027E+0
533.000000000000110E+0	719.464954286701650E-3	19.850321831070890E+0
534.000000000000110E+0	728.928399363110930E-3	19.846871995562427E+0
535.000000000000110E+0	739.111984704465710E-3	19.826364008589625E+0
536.000000000000110E+0	751.710241944463790E-3	19.833113977310436E+0
537.000000000000110E+0	734.019660912966110E-3	19.833470635830771E+0
538.000000000000110E+0	719.761872303361080E-3	19.786779099152930E+0
539.000000000000110E+0	740.012333259316810E-3	19.758307175246436E+0
540.000000000000110E+0	749.092540918467440E-3	19.777657915928625E+0
541.000000000000110E+0	746.367067800215220E-3	19.776551043103638E+0
542.000000000000110E+0	751.052813356512420E-3	19.778439953602987E+0
543.000000000000110E+0	745.514097978697610E-3	19.780052870766138E+0
544.000000000000110E+0	746.041951223543440E-3	19.754690218590653E+0
545.000000000000110E+0	771.117825260904110E-3	19.734598745295312E+0
546.000000000000110E+0	786.694489693520520E-3	19.759663129817021E+0
547.000000000000110E+0	779.415569916358960E-3	19.759865475206560E+0
548.000000000000110E+0	789.614432813426910E-3	19.734154210485432E+0
549.000000000000110E+0	807.949190557639920E-3	19.728942495026619E+0
550.000000000000110E+0	813.665069587360620E-3	19.714918957163778E+0
551.000000000000110E+0	829.082346747747830E-3	19.693478288895008E+0
552.000000000000110E+0	841.684012799159050E-3	19.706909823133703E+0
553.000000000000110E+0	834.673627113736160E-3	19.698084042865421E+0
554.000000000000110E+0	851.526884981396060E-3	19.661330840837067E+0
555.000000000000110E+0	872.816936303617780E-3	19.654133731779744E+0
556.000000000000110E+0	874.156561667262970E-3	19.658002143965522E+0
557.000000000000110E+0	881.127482412630060E-3	19.630202261210350E+0
558.000000000000110E+0	895.750102903144050E-3	19.616375446140040E+0
559.000000000000110E+0	890.330977126765010E-3	19.613418791136958E+0
560.000000000000110E+0	901.620624272444050E-3	19.585031812210996E+0
561.000000000000110E+0	916.468147168581490E-3	19.574621012971047E+0
562.000000000000110E+0	904.304381631813260E-3	19.585865602986303E+0
563.000000000000110E+0	904.415078373576380E-3	19.569832385930141E+0
564.000000000000110E+0	931.845599407915340E-3	19.554768827337895E+0
565.000000000000110E+0	930.659401040184300E-3	19.560508550255573E+0
566.000000000000110E+0	936.704747606709960E-3	19.560280311028055E+0
567.000000000000110E+0	970.076491967420850E-3	19.555169748553929E+0
568.000000000000110E+0	981.370723813874690E-3	19.547222660204060E+0
569.000000000000110E+0	973.835862072491180E-3	19.521806491632070E+0
570.000000000000110E+0	1.004045098432626E+0	19.500835906215311E+0
571.000000000000110E+0	1.020768459880597E+0	19.509460964993913E+0
572.000000000000110E+0	1.007873160019409E+0	19.495036761022924E+0
573.000000000000110E+0	1.027619398240412E+0	19.482813555442267E+0
574.000000000000110E+0	1.052233710802447E+0	19.486132578027053E+0
575.000000000000110E+0	1.044451709887670E+0	19.464728497868649E+0
576.000000000000110E+0	1.059801482593190E+0	19.450049097403667E+0
577.000000000000110E+0	1.079105704961185E+0	19.470526752158516E+0
578.000000000000110E+0	1.082622210178516E+0	19.470553694287744E+0
579.000000000000110E+0	1.103354397251042E+0	19.449922722899625E+0
580.000000000000110E+0	1.140835595560007E+0	19.458017869345568E+0
581.000000000000110E+0	1.146955861498913E+0	19.462283701774840E+0
582.000000000000110E+0	1.164846338808112E+0	19.440697017412997E+0
583.000000000000110E+0	1.208596583179764E+0	19.448573285862441E+0
584.000000000000110E+0	1.231400973224713E+0	19.456641136483505E+0
585.000000000000110E+0	1.260942512248326E+0	19.433983228749121E+0
586.000000000000110E+0	1.312682613820231E+0	19.429486347480935E+0
587.000000000000110E+0	1.337505081354583E+0	19.438731305686773E+0
588.000000000000110E+0	1.378387738792941E+0	19.412713872285888E+0
589.000000000000110E+0	1.439038820744330E+0	19.393105850060799E+0
590.000000000000110E+0	1.462461939962643E+0	19.395476376259531E+0
591.000000000000110E+0	1.486296510208872E+0	19.378720498386816E+0
592.000000000000110E+0	1.557957299024929E+0	19.364849421999455E+0
593.000000000000110E+0	1.620672214184014E+0	19.366951791020252E+0
594.000000000000110E+0	1.655771697767950E+0	19.336839436047246E+0
595.000000000000110E+0	1.710329112740181E+0	19.304358409152481E+0
596.000000000000110E+0	1.727064754510234E+0	19.310923337063791E+0
597.000000000000110E+0	1.757384825393246E+0	19.320092120162947E+0
598.000000000000110E+0	1.876333604943604E+0	19.318816725060486E+0
599.000000000000110E+0	2.006232993289002E+0	19.321004039528365E+0
600.000000000000110E+0	2.090833986084752E+0	19.296486441401676E+0
601.000000000000110E+0	2.217131140923693E+0	19.257152636574602E+0
602.000000000000110E+0	2.347244617131574E+0	19.240935155609129E+0
603.000000000000110E+0	2.446024515536918E+0	19.219623899826868E+0
604.000000000000110E+0	2.599002820824885E+0	19.180014992397972E+0
605.000000000000110E+0	2.781333321579456E+0	19.159574937728436E+0
606.000000000000110E+0	2.936513607604586E+0	19.121733452886080E+0
607.000000000000110E+0	3.120721212618710E+0	19.054121549029347E+0
608.000000000000110E+0	3.317248002057717E+0	19.015574991788384E+0
609.000000000000110E+0	3.471609327771553E+0	18.974980136839715E+0
610.000000000000110E+0	3.673199529878894E+0	18.915363810562500E+0
611.000000000000110E+0	3.975180284543528E+0	18.864467369331010E+0
612.000000000000110E+0	4.285220974918269E+0	18.803756505817784E+0
613.000000000000110E+0	4.552870463394147E+0	18.702474107136712E+0
614.000000000000110E+0	4.850973860940704E+0	18.614661933661960E+0
615.000000000000110E+0	5.089949728532574E+0	18.535983194247134E+0
616.000000000000110E+0	5.343767541346592E+0	18.422909455498470E+0
617.000000000000110E+0	5.716490464400226E+0	18.310241969134669E+0
618.000000000000110E+0	5.986696972822659E+0	18.198469541551486E+0
619.000000000000110E+0	6.131194114486176E+0	18.048489440678594E+0
620.000000000000110E+0	6.306656013691121E+0	17.889419178582774E+0
621.000000000000110E+0	6.251339772693135E+0	17.735436164008732E+0
622.000000000000110E+0	6.014630678214269E+0	17.577005230132105E+0
623.000000000000110E+0	5.751719668818430E+0	17.426402071842951E+0
624.000000000000110E+0	5.347979230858795E+0	17.306593433615994E+0
625.000000000000110E+0	4.887424280351865E+0	17.191945885502253E+0
626.000000000000110E+0	4.523005518223449E+0	17.075976410205243E+0
627.000000000000110E+0	4.158451530995721E+0	17.003906016834705E+0
628.000000000000110E+0	3.772753550334110E+0	16.938706600406210E+0
629.000000000000110E+0	3.499723339450091E+0	16.870744162417459E+0
630.000000000000110E+0	3.270751550972242E+0	16.810416112439931E+0
631.000000000000110E+0	3.009709068566862E+0	16.755375153806501E+0
632.000000000000110E+0	2.787708613354630E+0	16.693748599338299E+0
633.000000000000110E+0	2.605074315555501E+0	16.656819884224095E+0
634.000000000000110E+0	2.405431718428282E+0	16.619460712814046E+0
635.000000000000110E+0	2.250686194286918E+0	16.564329012167629E+0
636.000000000000110E+0	2.121669211573300E+0	16.530761189017809E+0
637.000000000000110E+0	1.975963625509356E+0	16.509932547264395E+0
638.000000000000110E+0	1.855082603118753E+0	16.465286420931502E+0
639.000000000000110E+0	1.767250057933319E+0	16.423483944515823E+0
640.000000000000110E+0	1.642884661184491E+0	16.393307612074381E+0
641.000000000000110E+0	1.528223364099177E+0	16.350453660424606E+0
642.000000000000110E+0	1.452014522313062E+0	16.324394538877243E+0
643.000000000000110E+0	1.359743485253595E+0	16.304442095048429E+0
644.000000000000110E+0	1.279241498319132E+0	16.267886610383822E+0
645.000000000000110E+0	1.223528255868213E+0	16.231804539269469E+0
646.000000000000110E+0	1.159571492395973E+0	16.209713495961942E+0
647.000000000000110E+0	1.090064071950405E+0	16.175327093913346E+0
648.000000000000110E+0	1.045475537631728E+0	16.143971079512784E+0
649.000000000000110E+0	988.042678275171450E-3	16.123085258575060E+0
650.000000000000110E+0	919.904776010676550E-3	16.093511238880836E+0
651.000000000000110E+0	878.508672825648040E-3	16.078763843792800E+0
652.000000000000110E+0	833.557931204877420E-3	16.084989803707174E+0
653.000000000000110E+0	788.159631004488820E-3	16.071719574986041E+0
654.000000000000110E+0	761.439916790985220E-3	16.056920516734095E+0
655.000000000000110E+0	730.186083661189980E-3	16.052644121387605E+0
656.000000000000110E+0	696.498993918656770E-3	16.040895216597502E+0
657.000000000000110E+0	675.130663859770160E-3	16.033291447017952E+0
658.000000000000110E+0	654.582712871608300E-3	16.026240237153718E+0
659.000000000000110E+0	624.063900383517440E-3	16.021945684612291E+0
660.000000000000110E+0	604.153145358133360E-3	16.021311432899171E+0
661.000000000000110E+0	594.380985907765780E-3	16.043969984165155E+0
662.000000000000110E+0	579.224186492066860E-3	16.055366544447768E+0
663.000000000000110E+0	562.602235988925670E-3	16.050179418774540E+0
664.000000000000110E+0	545.027029263123850E-3	16.060800954530610E+0
665.000000000000110E+0	527.274585304878030E-3	16.068367731630175E+0
666.000000000000110E+0	511.231841111389080E-3	16.062988657642570E+0
667.000000000000110E+0	493.376278698227480E-3	16.060839678078867E+0
668.000000000000110E+0	466.719720907783570E-3	16.063513571178191E+0
669.000000000000110E+0	444.605757937160010E-3	16.066163214999268E+0
670.000000000000110E+0	429.571721903017960E-3	16.075035841450052E+0
671.000000000000110E+0	413.467824723664610E-3	16.084890114299981E+0
672.000000000000110E+0	392.711310405590260E-3	16.071498599425002E+0
673.000000000000110E+0	373.932749078749740E-3	16.062867800878671E+0
674.000000000000110E+0	355.477583102498380E-3	16.065946619031891E+0
675.000000000000110E+0	337.358650499736400E-3	16.046175005139236E+0
676.000000000000110E+0	320.653132749430910E-3	16.029677702160058E+0
677.000000000000110E+0	297.060311261702010E-3	16.038468568780541E+0
678.000000000000110E+0	279.948382437038960E-3	16.035204517754302E+0
679.000000000000110E+0	270.663421868747370E-3	16.022585011549445E+0
680.000000000000110E+0	261.102917280452600E-3	16.006836172029736E+0
681.000000000000110E+0	250.134931870003350E-3	15.972403212218978E+0
682.000000000000110E+0	242.691092088576000E-3	15.937102509982187E+0
683.000000000000110E+0	236.583700281015580E-3	15.906757863941248E+0
684.000000000000110E+0	230.650931858228190E-3	15.861425996687590E+0
685.000000000000110E+0	227.079402149699930E-3	15.819177852297384E+0
686.000000000000110E+0	221.573441776953260E-3	15.795316762519477E+0
687.000000000000110E+0	213.917370963415760E-3	15.769557891673537E+0
688.000000000000110E+0	211.114666351080620E-3	15.753888819259759E+0
689.000000000000110E+0	207.040577183806950E-3	15.765395431353372E+0
690.000000000000110E+0	204.779098696827870E-3	15.765808669879238E+0
691.000000000000110E+0	202.687771298555060E-3	15.777441790484879E+0
692.000000000000110E+0	200.602863586046730E-3	15.777306297381616E+0
693.000000000000110E+0	195.193953790899900E-3	15.762104584578532E+0
694.000000000000110E+0	186.460946589389410E-3	15.744622101092057E+0
695.000000000000110E+0	178.000292878418120E-3	15.737749599525598E+0
696.000000000000110E+0	166.523880376591600E-3	15.737227422312655E+0
697.000000000000110E+0	153.786613357951520E-3	15.719443106032456E+0
698.000000000000110E+0	142.395413180804840E-3	15.700543295994983E+0
699.000000000000110E+0	130.420309086439650E-3	15.690970125858652E+0
700.000000000000110E+0	119.231357517950320E-3	15.636773935441594E+0
701.000000000000110E+0	110.131967772211000E-3	15.574971816099570E+0
702.000000000000110E+0	101.660613671928190E-3	15.471059998717182E+0
703.000000000000110E+0	96.168694337727387E-3	15.312511309237907E+0
704.000000000000110E+0	92.615587461460841E-3	15.135501282506414E+0
705.000000000000110E+0	90.067584185337946E-3	14.947245282044086E+0
706.000000000000110E+0	87.789465193995497E-3	14.767836133244327E+0
707.000000000000110E+0	87.174823221588746E-3	14.604514665851498E+0
708.000000000000110E+0	87.739801874957918E-3	14.483895929886481E+0
709.000000000000110E+0	88.940062311821014E-3	14.385306389994122E+0
710.000000000000110E+0	89.943294353507730E-3	14.330767832467346E+0
711.000000000000110E+0	91.740983316977984E-3	14.293248907840196E+0
712.000000000000110E+0	91.045848905937990E-3	14.269549736675348E+0
713.000000000000110E+0	89.123062909996456E-3	14.256112049065415E+0
714.000000000000110E+0	88.928986268603918E-3	14.239695859936907E+0
715.000000000000110E+0	86.959637161309111E-3	14.163832644644410E+0
716.000000000000110E+0	86.312821278160090E-3	14.048539142063985E+0
717.000000000000110E+0	87.341142036225866E-3	13.909064229346049E+0
718.000000000000110E+0	90.512735300935621E-3	13.760266862978796E+0
719.000000000000110E+0	96.241485915493724E-3	13.621570304951955E+0
720.000000000000110E+0	102.609669315067180E-3	13.522483379855132E+0
721.000000000000110E+0	109.048037431171680E-3	13.437576110451831E+0
722.000000000000110E+0	118.510891814362210E-3	13.387450372283560E+0
723.000000000000110E+0	129.344683941428620E-3	13.365067351287148E+0
724.000000000000110E+0	140.339451942507910E-3	13.350546109034484E+0
725.000000000000110E+0	153.798191117118680E-3	13.350533620723397E+0
726.000000000000110E+0	167.403646252962170E-3	13.355267369477698E+0
727.000000000000110E+0	178.389381454715280E-3	13.354916846799288E+0
728.000000000000110E+0	190.446297479220340E-3	13.349292043479190E+0
729.000000000000110E+0	201.093094655879740E-3	13.349973523777939E+0
730.000000000000110E+0	209.855096824360650E-3	13.336321493346249E+0
731.000000000000110E+0	217.225627510321570E-3	13.308334845096232E+0
732.000000000000110E+0	225.503436772376140E-3	13.273122968348373E+0
733.000000000000110E+0	231.435219222260150E-3	13.241251131521592E+0
734.000000000000110E+0	236.357870653485430E-3	13.198648386885623E+0
735.000000000000110E+0	244.750683536940410E-3	13.171640752142633E+0
736.000000000000110E+0	249.836228241043650E-3	13.143137675472532E+0
737.000000000000110E+0	260.791953283142470E-3	13.107973887874312E+0
738.000000000000110E+0	275.767632682973380E-3	13.094114348167434E+0
739.000000000000110E+0	290.208323691920120E-3	13.085828956652957E+0
740.000000000000110E+0	307.213847463867540E-3	13.072724189827950E+0
741.000000000000110E+0	327.229475589869980E-3	13.068028883285058E+0
742.000000000000110E+0	345.175352074785500E-3	13.062088261207093E+0
743.000000000000110E+0	363.820468997672560E-3	13.054512869990273E+0
744.000000000000110E+0	381.458802813354260E-3	13.048963970315924E+0
745.000000000000110E+0	396.045584031788910E-3	13.042795052259816E+0
746.000000000000110E+0	404.069819697296880E-3	13.031421648746360E+0
747.000000000000110E+0	417.433972658414920E-3	13.015064011673859E+0
748.000000000000110E+0	428.236221624284150E-3	13.019244734096928E+0
749.000000000000110E+0	436.838983944427220E-3	13.006463187730134E+0
750.000000000000110E+0	454.421081269891840E-3	13.002107312439456E+0
751.000000000000110E+0	468.936969152878910E-3	12.995641094840446E+0
752.000000000000110E+0	491.124227143840410E-3	12.976451112143630E+0
753.000000000000110E+0	518.818327747953000E-3	12.961975476220315E+0
754.000000000000110E+0	544.694930021216610E-3	12.953279465277850E+0
755.000000000000110E+0	567.404823300302170E-3	12.937316561760221E+0
756.000000000000110E+0	596.999376103780950E-3	12.921677193210371E+0
757.000000000000110E+0	626.496622638183950E-3	12.912824618798519E+0
758.000000000000110E+0	654.164646230654290E-3	12.907696763474778E+0
759.000000000000110E+0	678.530950476975200E-3	12.895431852661499E+0
760.000000000000110E+0	708.166318137715130E-3	12.894032679088024E+0
761.000000000000110E+0	729.820272314872010E-3	12.888519209087100E+0
762.000000000000110E+0	767.932248701608700E-3	12.875882060603185E+0
763.000000000000110E+0	803.522290139280670E-3	12.879913777645283E+0
764.000000000000110E+0	837.415930569545110E-3	12.864014058297272E+0
765.000000000000110E+0	877.539049146954020E-3	12.847591583701307E+0
766.000000000000110E+0	921.331689163001680E-3	12.827132738561362E+0
767.000000000000110E+0	969.386618809878090E-3	12.811154498493035E+0
768.000000000000110E+0	1.018107120644465E+0	12.788060115185447E+0
769.000000000000110E+0	1.070770229371936E+0	12.773600922817469E+0
770.000000000000110E+0	1.114709433603676E+0	12.757008618516981E+0
771.000000000000110E+0	1.171503239828346E+0	12.733863356137126E+0
772.000000000000110E+0	1.237156050636037E+0	12.715589114481718E+0
773.000000000000110E+0	1.294831664340318E+0	12.711215583420756E+0
774.000000000000110E+0	1.355313985709771E+0	12.689150480820544E+0
775.000000000000110E+0	1.442598803610841E+0	12.672269999972293E+0
776.000000000000110E+0	1.512834948402955E+0	12.653790768651559E+0
777.000000000000110E+0	1.611815229486903E+0	12.626988163614008E+0
778.000000000000110E+0	1.707703617369172E+0	12.609806042101605E+0
779.000000000000110E+0	1.816915347966792E+0	12.581784838291453E+0
780.000000000000110E+0	1.921610274958335E+0	12.554840082531236E+0
781.000000000000110E+0	2.065726694713111E+0	12.517233508469673E+0
782.000000000000110E+0	2.209830908124135E+0	12.486981431748550E+0
783.000000000000110E+0	2.342754055974938E+0	12.443628467797900E+0
784.000000000000110E+0	2.502090309058046E+0	12.407748782760551E+0
785.000000000000110E+0	2.666600314176978E+0	12.364554926377160E+0
786.000000000000110E+0	2.857015897744605E+0	12.308093830530428E+0
787.000000000000110E+0	3.082308645009308E+0	12.248536993393119E+0
788.000000000000110E+0	3.315164838165111E+0	12.196463823780562E+0
789.000000000000110E+0	3.549380435278999E+0	12.115314279299158E+0
790.000000000000110E+0	3.843150216576495E+0	12.038773518240854E+0
791.000000000000110E+0	4.105529761716066E+0	11.947731802079936E+0
792.000000000000110E+0	4.412589441144784E+0	11.855487031379267E+0
793.000000000000110E+0	4.643954267354530E+0	11.748158998704010E+0
794.000000000000110E+0	4.842823562304649E+0	11.634291314363704E+0
795.000000000000110E+0	4.928121008998533E+0	11.511504552152358E+0
796.000000000000110E+0	5.020138535695993E+0	11.386640558845174E+0
797.000000000000110E+0	4.998991904548883E+0	11.277576643690459E+0
798.000000000000110E+0	4.922273889166911E+0	11.164851981285800E+0
799.000000000000110E+0	4.843404866310003E+0	11.055415187397070E+0
800.000000000000110E+0	4.713315834647052E+0	10.952043345927416E+0
801.000000000000110E+0	4.593203630379272E+0	10.854994120659331E+0
802.000000000000110E+0	4.490628008571456E+0	10.764825619786000E+0
803.000000000000110E+0	4.325002693553552E+0	10.694658616911799E+0
804.000000000000110E+0	4.145769218366540E+0	10.613721274861584E+0
805.000000000000110E+0	4.005431692096624E+0	10.548347461343667E+0
806.000000000000110E+0	3.846602227704314E+0	10.485413232763410E+0
807.000000000000110E+0	3.688003028705470E+0	10.436466114115460E+0
808.000000000000110E+0	3.486957180496419E+0	10.374622975071816E+0
809.000000000000110E+0	3.359416737170526E+0	10.328743469288501E+0
810.000000000000110E+0	3.172965798606079E+0	10.272651633408895E+0
811.000000000000110E+0	3.074649716235109E+0	10.221288807023964E+0
812.000000000000110E+0	2.947696480398065E+0	10.182852943772236E+0
813.000000000000110E+0	2.838189468538601E+0	10.140494860936631E+0
814.000000000000110E+0	2.728705925408812E+0	10.103507755779335E+0
815.000000000000110E+0	2.647407838716066E+0	10.070777405217626E+0
816.000000000000110E+0	2.543512008783066E+0	10.048311411974424E+0
817.000000000000110E+0	2.442892807418971E+0	10.026426119365789E+0
818.000000000000110E+0	2.341689247844685E+0	10.011619748929011E+0
819.000000000000110E+0	2.250033692902291E+0	9.992603195291405E+0
820.000000000000110E+0	2.168527258516265E+0	9.967178122059405E+0
821.000000000000110E+0	2.105489726385442E+0	9.940523207731662E+0
822.000000000000110E+0	2.029897439119567E+0	9.926579921994941E+0
823.000000000000110E+0	1.965871093430858E+0	9.900987757993800E+0
824.000000000000110E+0	1.930134903298090E+0	9.887228621338959E+0
825.000000000000110E+0	1.882865669975185E+0	9.869618572719148E+0
826.000000000000110E+0	1.865082965102210E+0	9.860280540253511E+0
827.000000000000110E+0	1.815903958332946E+0	9.857882570282372E+0
828.000000000000110E+0	1.781148435182847E+0	9.849431944556867E+0
829.000000000000110E+0	1.723134728979575E+0	9.840779034458079E+0
830.000000000000110E+0	1.693609797267834E+0	9.825911925940687E+0
831.000000000000110E+0	1.649360207555767E+0	9.817089860940893E+0
832.000000000000110E+0	1.619759271132373E+0	9.796508755492333E+0
833.000000000000110E+0	1.584971403224587E+0	9.778990659291491E+0
834.000000000000110E+0	1.569108930547434E+0	9.758440359250930E+0
835.000000000000110E+0	1.551541824393962E+0	9.747163414301006E+0
836.000000000000110E+0	1.552469236073009E+0	9.735031045448077E+0
837.000000000000110E+0	1.523673020304364E+0	9.735602283495730E+0
838.000000000000110E+0	1.496373511079438E+0	9.716647696886161E+0
839.000000000000110E+0	1.474071042771560E+0	9.715051871311426E+0
840.000000000000110E+0	1.448125353055036E+0	9.698602320909687E+0
841.000000000000110E+0	1.423326637093557E+0	9.691830405570194E+0
842.000000000000110E+0	1.390842854114665E+0	9.667730161392974E+0
843.000000000000110E+0	1.371999521356896E+0	9.647461706203519E+0
844.000000000000110E+0	1.343026597217733E+0	9.623229262023797E+0
845.000000000000110E+0	1.345342578481986E+0	9.607782744684744E+0
846.000000000000110E+0	1.329956625218206E+0	9.605953050096140E+0
847.000000000000110E+0	1.319102244043158E+0	9.603034092511347E+0
848.000000000000110E+0	1.298453845428439E+0	9.591844811564002E+0
849.000000000000110E+0	1.284923438896866E+0	9.587091631430486E+0
850.000000000000110E+0	1.256161470800425E+0	9.577746501656975E+0
851.000000000000110E+0	1.232551690109238E+0	9.559230101921226E+0
852.000000000000110E+0	1.200998812580798E+0	9.544956475352553E+0
853.000000000000110E+0	1.188450582805409E+0	9.520211329302061E+0
854.000000000000110E+0	1.175679989662674E+0	9.511561255699442E+0
855.000000000000110E+0	1.169775844253661E+0	9.491634536341927E+0
856.000000000000110E+0	1.158125039841590E+0	9.495800235191149E+0
857.000000000000110E+0	1.142301601453334E+0	9.483733759792322E+0
858.000000000000110E+0	1.123719256296626E+0	9.482040037363518E+0
859.000000000000110E+0	1.097701331275033E+0	9.470567072493747E+0
860.000000000000110E+0	1.071778473118894E+0	9.471724739045484E+0
861.000000000000110E+0	1.041544386909015E+0	9.463824887000358E+0
862.000000000000110E+0	1.022784075076599E+0	9.452289664234016E+0
863.000000000000110E+0	1.011655686236256E+0	9.437687203325728E+0
864.000000000000110E+0	1.010084142165997E+0	9.433541330708987E+0
865.000000000000110E+0	1.001475417385090E+0	9.429633563415948E+0
866.000000000000110E+0	999.597686471569990E-3	9.438102172775485E+0
867.000000000000110E+0	981.843211941117680E-3	9.443513124291098E+0
868.000000000000110E+0	976.634489152053970E-3	9.444325362457793E+0
869.000000000000110E+0	955.566289935664280E-3	9.449151592321179E+0
870.000000000000110E+0	948.801217570063970E-3	9.447824581334769E+0
871.000000000000110E+0	930.231295440169910E-3	9.438824760264714E+0
872.000000000000110E+0	930.762899649524740E-3	9.418762925979093E+0
873.000000000000110E+0	927.403491430747520E-3	9.415437252171131E+0
874.000000000000110E+0	926.370263237865420E-3	9.405295740169386E+0
875.000000000000110E+0	930.578278361212210E-3	9.412798311184481E+0
876.000000000000110E+0	916.917128541235080E-3	9.413302756203093E+0
877.000000000000110E+0	907.644355128500390E-3	9.413618719370804E+0
878.000000000000110E+0	892.028947420830610E-3	9.413411127044158E+0
879.000000000000110E+0	884.249868159235120E-3	9.418110467102146E+0
880.000000000000110E+0	871.871457143766790E-3	9.408002031660910E+0
881.000000000000110E+0	865.407506097107260E-3	9.404183286683233E+0
882.000000000000110E+0	861.896035058596580E-3	9.389837002022714E+0
883.000000000000110E+0	877.129906636169850E-3	9.396107032025336E+0
884.000000000000110E+0	876.064988681680810E-3	9.400214118403751E+0
885.000000000000110E+0	880.364708723294090E-3	9.415095206251923E+0
886.000000000000110E+0	862.300901870102550E-3	9.421625461359811E+0
