Freq (Hz)	accelerometre /source_source_Mod	accelerometre /source_source_Phase(rad)
843.000000000000110E+0	91.031332819847238E-3	-6.805605847821521E+0
844.000000000000110E+0	90.456430797839285E-3	-6.709044077214230E+0
845.000000000000110E+0	82.655996247776448E-3	-7.019143224823976E+0
846.000000000000110E+0	113.292613287053710E-3	-6.821198785168793E+0
847.000000000000110E+0	117.154487223138070E-3	-6.682769830172953E+0
848.000000000000110E+0	107.893815291876170E-3	-6.503888426900900E+0
849.000000000000110E+0	96.460859487657882E-3	-6.553317451969989E+0
850.000000000000110E+0	143.364162789020730E-3	-6.664679912709031E+0
851.000000000000110E+0	124.345037294510460E-3	-6.575848315670821E+0
852.000000000000110E+0	126.655402217217490E-3	-6.641139836049754E+0
853.000000000000110E+0	137.805742597009010E-3	-6.674120294411168E+0
854.000000000000110E+0	110.821563668697080E-3	-6.744093214752118E+0
855.000000000000110E+0	130.504066639972660E-3	-7.094221804710834E+0
856.000000000000110E+0	127.146216638588800E-3	-6.982091949207598E+0
857.000000000000110E+0	119.721699715988370E-3	-7.043106121320608E+0
858.000000000000110E+0	100.855836901552050E-3	-7.009582532957816E+0
859.000000000000110E+0	85.583989232139404E-3	-7.221654672895408E+0
860.000000000000110E+0	78.834239527951905E-3	-7.151047727191696E+0
861.000000000000110E+0	61.152982067798144E-3	-7.265811256070604E+0
862.000000000000110E+0	44.658122936261403E-3	-7.361684178713828E+0
863.000000000000110E+0	40.332889674399394E-3	-7.949923104646216E+0
864.000000000000110E+0	19.145027249974536E-3	-7.090341140242112E+0
865.000000000000110E+0	24.574833233685263E-3	-4.217175037878921E+0
866.000000000000110E+0	53.956737674175435E-3	-3.969022333097874E+0
867.000000000000110E+0	71.310941041994355E-3	-4.109939780580739E+0
868.000000000000110E+0	84.202641209105908E-3	-4.046242831600426E+0
869.000000000000110E+0	173.124780440838260E-3	-4.751237169900009E+0
870.000000000000110E+0	192.117388424342450E-3	-4.613701453769290E+0
871.000000000000110E+0	227.828451225502410E-3	-4.612050293673989E+0
872.000000000000110E+0	216.257807979848640E-3	-4.720601757010485E+0
873.000000000000110E+0	309.084941439016100E-3	-5.416007191117857E+0
874.000000000000110E+0	437.341723156064680E-3	-5.245940221852192E+0
875.000000000000110E+0	486.318869640294420E-3	-5.321380721980401E+0
876.000000000000110E+0	524.201865300770060E-3	-5.507031838054568E+0
877.000000000000110E+0	619.749637938743820E-3	-5.639430193267520E+0
878.000000000000110E+0	601.491984404279420E-3	-5.668594697381843E+0
879.000000000000110E+0	570.770208086628480E-3	-6.010372136046809E+0
880.000000000000110E+0	617.216020722922030E-3	-6.197301629131524E+0
881.000000000000110E+0	661.451428038787870E-3	-6.314229930698266E+0
882.000000000000110E+0	571.514717640467240E-3	-6.366982739730155E+0
883.000000000000110E+0	627.336235007755370E-3	-6.598098036441059E+0
884.000000000000110E+0	663.488321932156900E-3	-6.645595457412782E+0
885.000000000000110E+0	653.915783439394270E-3	-6.687117955118160E+0
886.000000000000110E+0	626.078530420082880E-3	-6.706380838721364E+0
887.000000000000110E+0	556.970954842629600E-3	-6.756893014725584E+0
888.000000000000110E+0	540.895061064664670E-3	-6.971828826427666E+0
889.000000000000110E+0	556.396013900197330E-3	-7.061244766327714E+0
890.000000000000110E+0	569.245491464355660E-3	-7.120194589011090E+0
891.000000000000110E+0	561.394890331715750E-3	-7.206924696964939E+0
892.000000000000110E+0	598.555849190148370E-3	-7.150731768721477E+0
893.000000000000110E+0	568.847302540730680E-3	-7.208902979426629E+0
894.000000000000110E+0	557.808799181797150E-3	-7.206848972005069E+0
895.000000000000110E+0	469.538501084090070E-3	-7.246540967116989E+0
896.000000000000110E+0	471.648631433857600E-3	-7.413759952519516E+0
897.000000000000110E+0	465.313216060597280E-3	-7.525245690474900E+0
898.000000000000110E+0	501.509685152129460E-3	-7.566169664335985E+0
899.000000000000110E+0	508.629150193651070E-3	-7.639380746923110E+0
900.000000000000110E+0	561.582688469848820E-3	-7.716242658403643E+0
901.000000000000110E+0	586.289258830323120E-3	-7.381834209236057E+0
902.000000000000110E+0	494.318132236175040E-3	-7.577896164515383E+0
903.000000000000110E+0	490.680129229870310E-3	-7.675480338179161E+0
904.000000000000110E+0	494.890422335318820E-3	-7.702014545432592E+0
905.000000000000110E+0	422.593341878525760E-3	-7.784563750687546E+0
906.000000000000110E+0	420.003967696230940E-3	-8.051834403136226E+0
907.000000000000110E+0	474.697983391982380E-3	-8.154700353258310E+0
908.000000000000110E+0	490.470170384258440E-3	-8.174631230820468E+0
909.000000000000110E+0	485.865832185649770E-3	-8.226425162290315E+0
910.000000000000110E+0	551.901618277607530E-3	-8.285013616508738E+0
911.000000000000110E+0	385.097757600174280E-3	-8.065497310562856E+0
912.000000000000110E+0	379.293349457624830E-3	-8.227265810870131E+0
913.000000000000110E+0	372.351462481528010E-3	-8.281892427961619E+0
914.000000000000110E+0	288.261950606867270E-3	-8.308970381720831E+0
915.000000000000110E+0	268.163571530326660E-3	-8.584330196372719E+0
916.000000000000110E+0	301.926927344189630E-3	-8.688053320346398E+0
917.000000000000110E+0	274.996461097459230E-3	-8.672190543362332E+0
918.000000000000110E+0	264.996535299426790E-3	-8.629992174835142E+0
919.000000000000110E+0	244.863294133538740E-3	-8.553743210152362E+0
920.000000000000110E+0	262.545847667779770E-3	-8.344911291236658E+0
921.000000000000110E+0	209.169923565089260E-3	-8.208962830959491E+0
922.000000000000110E+0	191.066711059190930E-3	-8.101042184377313E+0
923.000000000000110E+0	169.764623290334010E-3	-7.950381366134437E+0
924.000000000000110E+0	164.660801626199310E-3	-8.364745596840953E+0
925.000000000000110E+0	204.520325876227730E-3	-8.230275781224238E+0
926.000000000000110E+0	233.705026908707150E-3	-8.159979548005385E+0
927.000000000000110E+0	262.040665664466100E-3	-8.077061940322800E+0
928.000000000000110E+0	284.098469302392800E-3	-8.024757289117261E+0
929.000000000000110E+0	310.929850626787070E-3	-7.912970216314601E+0
930.000000000000110E+0	278.901467667624140E-3	-7.943733599830333E+0
931.000000000000110E+0	297.315729931281300E-3	-8.012830622537251E+0
932.000000000000110E+0	305.323639459335490E-3	-8.067784101838864E+0
933.000000000000110E+0	314.917793331007330E-3	-8.170953859696663E+0
934.000000000000110E+0	351.587200443748030E-3	-8.441603037683889E+0
935.000000000000110E+0	424.194486950172480E-3	-8.463127015362192E+0
936.000000000000110E+0	470.900813356818710E-3	-8.506697350076262E+0
937.000000000000110E+0	488.315935665266040E-3	-8.453399439044082E+0
938.000000000000110E+0	491.174831964248270E-3	-8.449855756460462E+0
939.000000000000110E+0	312.476867596137630E-3	-8.690336356221191E+0
940.000000000000110E+0	442.424068436167110E-3	-8.870968669501314E+0
941.000000000000110E+0	500.664934299669180E-3	-8.927461309322691E+0
942.000000000000110E+0	509.507026284905740E-3	-8.851866541103645E+0
943.000000000000110E+0	445.118626315159250E-3	-9.202554311638105E+0
944.000000000000110E+0	498.348535878901990E-3	-9.353639604925956E+0
945.000000000000110E+0	494.293978568365600E-3	-9.418908008933933E+0
946.000000000000110E+0	440.715714487966310E-3	-9.598760924215775E+0
947.000000000000110E+0	436.188398438930370E-3	-9.694416141770205E+0
948.000000000000110E+0	310.282387310133080E-3	-9.672913290230349E+0
949.000000000000110E+0	250.136150407279100E-3	-9.929246577114572E+0
950.000000000000110E+0	226.405745968172890E-3	-10.083065688839365E+0
951.000000000000110E+0	213.718341227900760E-3	-10.168498861077286E+0
952.000000000000110E+0	280.455591474398360E-3	-9.869279449441846E+0
953.000000000000110E+0	178.243307617982770E-3	-9.778295533721465E+0
954.000000000000110E+0	167.227854927842060E-3	-9.870835681010574E+0
955.000000000000110E+0	168.303029003707640E-3	-9.839229434866059E+0
956.000000000000110E+0	134.287889482228530E-3	-9.884687983350844E+0
957.000000000000110E+0	115.791087128303120E-3	-10.096748519069003E+0
958.000000000000110E+0	120.376022823117340E-3	-10.173641212991079E+0
959.000000000000110E+0	102.135587978603950E-3	-10.226431511381749E+0
960.000000000000110E+0	93.875034924080891E-3	-10.365321614088669E+0
961.000000000000110E+0	132.159533703090220E-3	-10.319962483008013E+0
962.000000000000110E+0	90.800888288915124E-3	-9.877801506158914E+0
963.000000000000110E+0	76.877871413487814E-3	-9.796852449275150E+0
964.000000000000110E+0	60.048462252831100E-3	-9.766474829495820E+0
965.000000000000110E+0	59.962433799699844E-3	-9.955973206236537E+0
966.000000000000110E+0	58.294545191150175E-3	-9.910818167750577E+0
967.000000000000110E+0	53.532173223580490E-3	-9.966755069326307E+0
968.000000000000110E+0	60.365312359302502E-3	-9.981176066597506E+0
969.000000000000110E+0	56.948984457834306E-3	-9.932158097168108E+0
970.000000000000110E+0	54.826805185844797E-3	-10.001375853649346E+0
971.000000000000110E+0	50.954162973543743E-3	-9.516241143559565E+0
972.000000000000110E+0	37.806161948009398E-3	-9.833431514544882E+0
973.000000000000110E+0	32.375478473407132E-3	-10.116893493931776E+0
974.000000000000110E+0	53.259258982545472E-3	-9.997072128303449E+0
975.000000000000110E+0	40.589815046216247E-3	-9.321108717359316E+0
976.000000000000110E+0	30.779780092611227E-3	-8.077316492840810E+0
977.000000000000110E+0	23.414784192177084E-3	-8.264976723573154E+0
978.000000000000110E+0	41.191694563258732E-3	-8.004067414579206E+0
979.000000000000110E+0	65.642816287863129E-3	-7.675072122195499E+0
980.000000000000110E+0	74.360655613838672E-3	-6.774505437678528E+0
981.000000000000110E+0	40.800260441353257E-3	-8.134061612005686E+0
982.000000000000110E+0	61.098533522689853E-3	-7.999355100066126E+0
983.000000000000110E+0	66.075848536089665E-3	-7.794012078294839E+0
984.000000000000110E+0	107.683011607192970E-3	-9.248320923786348E+0
985.000000000000110E+0	105.846448298188080E-3	-8.454969608944046E+0
986.000000000000110E+0	124.511635866271910E-3	-8.276492560570029E+0
987.000000000000110E+0	132.431977927483100E-3	-8.235453944044215E+0
988.000000000000110E+0	141.108468182144920E-3	-8.208828787366295E+0
989.000000000000110E+0	180.512417962193720E-3	-8.142562834624004E+0
990.000000000000110E+0	122.115015375461180E-3	-8.738565363928526E+0
991.000000000000110E+0	123.826342505974530E-3	-8.674739951758484E+0
992.000000000000110E+0	120.624410297278790E-3	-8.864044871196914E+0
993.000000000000110E+0	170.287727338117060E-3	-9.138115311120336E+0
994.000000000000110E+0	150.066238415230980E-3	-8.597475432128705E+0
995.000000000000110E+0	123.001385814536860E-3	-8.940954006376668E+0
996.000000000000110E+0	118.359701804554820E-3	-8.955981053426193E+0
997.000000000000110E+0	111.411714109059730E-3	-8.872391020144040E+0
998.000000000000110E+0	92.624236149899369E-3	-8.741733567754631E+0
999.000000000000110E+0	112.900517244338070E-3	-8.218495535493432E+0
1.000000000000000E+3	110.762582798924670E-3	-8.531272553365303E+0
